user_id,login_time,ip_country,timezone,device_hash,isp_type,vpn_flag,anomaly
user_31,2025-09-03 13:47:53.736089,IN,IST,3E036C,residential,False,0
user_31,2025-09-07 20:41:53.736092,IN,IST,3E036C,residential,False,0
user_31,2025-08-22 17:34:53.736096,IN,IST,3E036C,residential,False,0
user_32,2025-08-27 16:23:53.736102,IN,IST,828422,residential,False,0
user_32,2025-09-01 19:57:53.736106,IN,IST,828422,residential,False,0
user_32,2025-09-07 16:35:53.736109,IN,IST,828422,residential,False,0
user_32,2025-09-01 11:00:53.736113,IN,IST,828422,residential,False,0
user_32,2025-09-06 21:15:53.736116,IN,IST,828422,residential,False,0
user_33,2025-08-31 19:50:53.736120,IN,IST,CA0281,residential,False,0
user_33,2025-08-22 19:33:53.736124,IN,IST,CA0281,residential,False,0
user_33,2025-09-12 14:21:53.736127,IN,IST,CA0281,residential,False,0
user_33,2025-08-26 16:57:53.736131,IN,IST,CA0281,residential,False,0
user_33,2025-08-15 20:21:53.736134,IN,IST,CA0281,residential,False,0
user_34,2025-08-19 17:21:53.736139,IN,IST,B5AC4E,residential,False,0
user_34,2025-08-28 11:41:53.736144,IN,IST,B5AC4E,residential,False,0
user_34,2025-09-08 13:42:53.736149,IN,IST,B5AC4E,residential,False,0
user_34,2025-08-17 12:32:53.736154,IN,IST,B5AC4E,residential,False,0
user_34,2025-09-06 12:59:53.736158,IN,IST,B5AC4E,residential,False,0
user_35,2025-09-02 19:04:53.736162,IN,IST,0B747D,residential,False,0
user_35,2025-09-07 11:05:53.736166,IN,IST,0B747D,residential,False,0
user_35,2025-09-01 11:29:53.736170,IN,IST,0B747D,residential,False,0
user_35,2025-08-30 10:54:53.736174,IN,IST,0B747D,residential,False,0
user_35,2025-09-06 11:15:53.736177,IN,IST,0B747D,residential,False,0
user_36,2025-08-17 17:29:53.736182,IN,IST,32280E,residential,False,0
user_36,2025-09-13 02:27:53.736186,DE,IST,460DD5,datacenter,True,1
user_36,2025-08-19 12:25:53.736190,IN,IST,32280E,residential,False,0
user_36,2025-08-22 16:11:53.736194,IN,IST,32280E,residential,False,0
user_36,2025-08-19 17:00:53.736198,IN,IST,32280E,residential,False,0
user_37,2025-08-30 09:31:53.736203,IN,IST,CCBA24,residential,False,0
user_37,2025-08-15 13:47:53.736206,IN,IST,CCBA24,residential,False,0
user_37,2025-08-20 15:44:53.736210,IN,IST,CCBA24,residential,False,0
user_37,2025-08-24 08:15:53.736214,IN,IST,CCBA24,residential,False,0
user_37,2025-08-16 14:04:53.736218,IN,IST,CCBA24,residential,False,0
user_38,2025-08-23 20:54:53.736222,IN,IST,ED6625,residential,False,0
user_38,2025-09-11 19:25:53.736226,IN,IST,ED6625,residential,False,0
user_38,2025-08-29 10:36:53.736230,IN,IST,ED6625,residential,False,0
user_38,2025-08-23 16:28:53.736233,IN,IST,ED6625,residential,False,0
user_38,2025-08-31 19:04:53.736237,IN,IST,ED6625,residential,False,0
user_39,2025-08-30 08:29:53.736242,IN,IST,975591,residential,False,0
user_39,2025-08-31 21:51:53.736245,IN,IST,975591,residential,False,0
user_39,2025-09-09 19:15:53.736249,IN,IST,975591,residential,False,0
user_39,2025-08-19 17:47:53.736253,IN,IST,975591,residential,False,0
user_39,2025-08-24 14:35:53.736257,IN,IST,975591,residential,False,0
user_40,2025-09-13 21:29:53.736261,IN,IST,3598BC,residential,False,0
user_40,2025-09-09 14:57:53.736265,IN,IST,3598BC,residential,False,0
user_40,2025-09-04 13:04:53.736269,IN,IST,3598BC,residential,False,0
user_40,2025-09-10 09:51:53.736272,IN,IST,3598BC,residential,False,0
user_40,2025-09-04 17:18:53.736276,IN,IST,3598BC,residential,False,0
user_41,2025-08-19 08:55:53.736280,IN,IST,E64EB6,residential,False,0
user_41,2025-09-09 20:03:53.736288,IN,IST,E64EB6,residential,False,0
user_41,2025-08-29 15:15:53.736292,IN,IST,E64EB6,residential,False,0
user_41,2025-08-22 09:48:53.736296,IN,IST,E64EB6,residential,False,0
user_41,2025-08-17 18:19:53.736300,IN,IST,E64EB6,residential,False,0
user_42,2025-08-21 19:49:53.736304,IN,IST,6032BA,residential,False,0
user_42,2025-09-11 19:32:53.736308,IN,IST,6032BA,residential,False,0
user_42,2025-09-13 20:50:53.736311,IN,IST,6032BA,residential,False,0
user_42,2025-09-03 12:11:53.736315,IN,IST,6032BA,residential,False,0
user_42,2025-09-11 08:32:53.736319,IN,IST,6032BA,residential,False,0
user_43,2025-09-06 17:42:53.736323,IN,IST,1FEB08,residential,False,0
user_43,2025-09-02 20:12:53.736327,IN,IST,1FEB08,residential,False,0
user_43,2025-09-02 21:01:53.736331,IN,IST,1FEB08,residential,False,0
user_43,2025-08-16 10:49:53.736334,IN,IST,1FEB08,residential,False,0
user_43,2025-09-11 14:16:53.736338,IN,IST,1FEB08,residential,False,0
user_44,2025-08-19 15:28:53.736343,IN,IST,4005EA,residential,False,0
user_44,2025-08-19 17:25:53.736346,IN,IST,4005EA,residential,False,0
user_44,2025-08-15 09:50:53.736350,IN,IST,4005EA,residential,False,0
user_44,2025-09-05 14:03:53.736354,IN,IST,4005EA,residential,False,0
user_44,2025-08-19 12:49:53.736358,IN,IST,4005EA,residential,False,0
user_45,2025-09-01 18:28:53.736362,IN,IST,7259C4,residential,False,0
user_45,2025-08-21 11:24:53.736366,IN,IST,7259C4,residential,False,0
user_45,2025-08-24 20:56:53.736370,IN,IST,7259C4,residential,False,0
user_45,2025-09-10 17:36:53.736373,IN,IST,7259C4,residential,False,0
user_45,2025-09-05 15:34:53.736377,IN,IST,7259C4,residential,False,0
user_46,2025-08-28 10:47:53.736382,IN,IST,52BFF5,residential,False,0
user_46,2025-09-10 09:48:53.736385,IN,IST,52BFF5,residential,False,0
user_46,2025-09-07 15:22:53.736389,IN,IST,52BFF5,residential,False,0
user_46,2025-08-15 12:11:53.736393,IN,IST,52BFF5,residential,False,0
user_46,2025-08-28 14:12:53.736396,IN,IST,52BFF5,residential,False,0
user_47,2025-08-22 16:34:53.736401,IN,IST,8F6E08,residential,False,0
user_47,2025-09-05 21:16:53.736405,IN,IST,8F6E08,residential,False,0
user_47,2025-08-28 21:19:53.736408,IN,IST,8F6E08,residential,False,0
user_47,2025-08-29 16:21:53.736412,IN,IST,8F6E08,residential,False,0
user_47,2025-09-01 18:18:53.736416,IN,IST,8F6E08,residential,False,0
user_48,2025-08-28 11:11:53.736421,IN,IST,32FF01,residential,False,0
user_48,2025-08-16 16:18:53.736424,IN,IST,32FF01,residential,False,0
user_48,2025-09-02 16:06:53.736428,IN,IST,32FF01,residential,False,0
user_48,2025-08-17 21:30:53.736432,IN,IST,32FF01,residential,False,0
user_48,2025-08-25 10:57:53.736436,IN,IST,32FF01,residential,False,0
user_49,2025-08-30 12:04:53.736440,IN,IST,30531D,residential,False,0
user_49,2025-09-11 19:24:53.736444,IN,IST,30531D,residential,False,0
user_49,2025-08-25 18:20:53.736448,IN,IST,30531D,residential,False,0
user_49,2025-09-10 12:22:53.736451,IN,IST,30531D,residential,False,0
user_49,2025-08-29 16:38:53.736455,IN,IST,30531D,residential,False,0
user_50,2025-09-01 12:41:53.736460,IN,IST,F757D3,residential,False,0
user_50,2025-08-19 14:13:53.736463,IN,IST,F757D3,residential,False,0
user_50,2025-08-19 12:34:53.736467,IN,IST,F757D3,residential,False,0
user_50,2025-08-22 20:42:53.736471,IN,IST,F757D3,residential,False,0
user_50,2025-09-03 09:46:53.736475,IN,IST,F757D3,residential,False,0
user_51,2025-09-02 16:09:53.736479,IN,IST,926B04,residential,False,0
user_51,2025-08-19 19:16:53.736483,IN,IST,926B04,residential,False,0
user_51,2025-08-16 13:06:53.736487,IN,IST,926B04,residential,False,0
user_51,2025-08-31 20:39:53.736490,IN,IST,926B04,residential,False,0
user_51,2025-09-04 16:49:53.736494,IN,IST,926B04,residential,False,0
user_52,2025-08-18 17:01:53.736499,IN,IST,DC33B0,residential,False,0
user_52,2025-09-09 20:36:53.736503,IN,IST,DC33B0,residential,False,0
user_52,2025-09-08 10:07:53.736506,IN,IST,DC33B0,residential,False,0
user_52,2025-08-29 20:00:53.736510,IN,IST,DC33B0,residential,False,0
user_52,2025-08-23 11:16:53.736514,IN,IST,DC33B0,residential,False,0
user_53,2025-09-07 16:44:53.736518,IN,IST,92B826,residential,False,0
user_53,2025-09-10 11:05:53.736522,IN,IST,92B826,residential,False,0
user_53,2025-08-17 10:43:53.736526,IN,IST,92B826,residential,False,0
user_53,2025-08-23 14:26:53.736529,IN,IST,92B826,residential,False,0
user_53,2025-09-04 17:18:53.736533,IN,IST,92B826,residential,False,0
user_54,2025-09-13 02:44:53.736538,BR,EST,9398E7,datacenter,True,1
user_54,2025-09-13 03:57:53.736542,BR,UTC,938EE4,datacenter,True,1
user_54,2025-09-06 20:40:53.736545,IN,IST,3E80D3,residential,False,0
user_54,2025-09-11 20:27:53.736549,IN,IST,3E80D3,residential,False,0
user_54,2025-08-17 08:24:53.736553,IN,IST,3E80D3,residential,False,0
user_55,2025-08-21 08:37:53.736558,IN,IST,02C3F3,residential,False,0
user_55,2025-08-24 13:57:53.736562,IN,IST,02C3F3,residential,False,0
user_55,2025-09-02 20:31:53.736566,IN,IST,02C3F3,residential,False,0
user_55,2025-09-01 20:46:53.736569,IN,IST,02C3F3,residential,False,0
user_55,2025-08-24 13:20:53.736572,IN,IST,02C3F3,residential,False,0
user_56,2025-09-03 19:36:53.736576,IN,IST,32FD64,residential,False,0
user_56,2025-09-10 10:18:53.736580,IN,IST,32FD64,residential,False,0
user_56,2025-08-25 16:17:53.736583,IN,IST,32FD64,residential,False,0
user_56,2025-08-30 16:48:53.736586,IN,IST,32FD64,residential,False,0
user_56,2025-08-31 08:52:53.736591,IN,IST,32FD64,residential,False,0
user_57,2025-08-23 13:02:53.736595,IN,IST,D7A667,residential,False,0
user_57,2025-08-29 14:56:53.736599,IN,IST,D7A667,residential,False,0
user_57,2025-09-03 19:09:53.736602,IN,IST,D7A667,residential,False,0
user_57,2025-08-29 15:37:53.736605,IN,IST,D7A667,residential,False,0
user_57,2025-09-02 15:27:53.736609,IN,IST,D7A667,residential,False,0
user_58,2025-08-24 15:57:53.736613,IN,IST,15802A,residential,False,0
user_58,2025-08-17 11:25:53.736616,IN,IST,15802A,residential,False,0
user_58,2025-09-06 17:59:53.736619,IN,IST,15802A,residential,False,0
user_58,2025-08-27 19:27:53.736623,IN,IST,15802A,residential,False,0
user_58,2025-09-09 16:35:53.736626,IN,IST,15802A,residential,False,0
user_59,2025-08-23 08:08:53.736630,IN,IST,348823,residential,False,0
user_59,2025-08-25 20:27:53.736634,IN,IST,348823,residential,False,0
user_59,2025-09-13 04:45:53.736637,BR,IST,615C20,datacenter,True,1
user_59,2025-09-13 05:17:53.736640,CN,CST,58881F,datacenter,True,1
user_59,2025-09-09 16:01:53.736644,IN,IST,348823,residential,False,0
user_60,2025-09-04 15:29:53.736648,IN,IST,678AB5,residential,False,0
user_60,2025-08-27 18:44:53.736651,IN,IST,678AB5,residential,False,0
user_60,2025-09-09 14:55:53.736654,IN,IST,678AB5,residential,False,0
user_60,2025-09-13 13:00:53.736658,IN,IST,678AB5,residential,False,0
user_60,2025-08-27 08:10:53.736661,IN,IST,678AB5,residential,False,0
user_61,2025-08-24 17:24:53.736665,IN,IST,9061B5,residential,False,0
user_61,2025-08-23 18:26:53.736668,IN,IST,9061B5,residential,False,0
user_61,2025-08-28 20:32:53.736672,IN,IST,9061B5,residential,False,0
user_61,2025-09-12 16:34:53.736675,IN,IST,9061B5,residential,False,0
user_61,2025-09-13 12:47:53.736678,IN,IST,9061B5,residential,False,0
user_62,2025-08-22 13:27:53.736682,IN,IST,8269A7,residential,False,0
user_62,2025-08-28 12:30:53.736686,IN,IST,8269A7,residential,False,0
user_62,2025-09-09 13:02:53.736689,IN,IST,8269A7,residential,False,0
user_62,2025-08-24 14:36:53.736692,IN,IST,8269A7,residential,False,0
user_62,2025-08-24 12:09:53.736696,IN,IST,8269A7,residential,False,0
user_63,2025-09-04 10:16:53.736700,IN,IST,EFC347,residential,False,0
user_63,2025-08-24 21:08:53.736703,IN,IST,EFC347,residential,False,0
user_63,2025-08-31 08:50:53.736706,IN,IST,EFC347,residential,False,0
user_63,2025-09-01 20:03:53.736710,IN,IST,EFC347,residential,False,0
user_63,2025-08-15 08:48:53.736713,IN,IST,EFC347,residential,False,0
user_64,2025-09-06 09:27:53.736717,IN,IST,CB84D9,residential,False,0
user_64,2025-09-06 14:25:53.736720,IN,IST,CB84D9,residential,False,0
user_64,2025-08-19 09:53:53.736724,IN,IST,CB84D9,residential,False,0
user_64,2025-08-23 10:58:53.736727,IN,IST,CB84D9,residential,False,0
user_64,2025-08-27 19:00:53.736730,IN,IST,CB84D9,residential,False,0
user_65,2025-08-23 19:04:53.736734,IN,IST,C2EEA7,residential,False,0
user_65,2025-08-15 21:58:53.736738,IN,IST,C2EEA7,residential,False,0
user_65,2025-08-20 08:47:53.736741,IN,IST,C2EEA7,residential,False,0
user_65,2025-08-30 14:14:53.736744,IN,IST,C2EEA7,residential,False,0
user_65,2025-09-09 12:13:53.736748,IN,IST,C2EEA7,residential,False,0
user_66,2025-09-12 18:50:53.736752,IN,IST,95C2F4,residential,False,0
user_66,2025-09-07 13:59:53.736755,IN,IST,95C2F4,residential,False,0
user_66,2025-09-12 13:49:53.736758,IN,IST,95C2F4,residential,False,0
user_66,2025-09-12 09:29:53.736762,IN,IST,95C2F4,residential,False,0
user_66,2025-08-30 18:50:53.736765,IN,IST,95C2F4,residential,False,0
user_67,2025-09-12 11:56:53.736769,IN,IST,51E8D1,residential,False,0
user_67,2025-09-08 08:23:53.736772,IN,IST,51E8D1,residential,False,0
user_67,2025-08-30 19:29:53.736776,IN,IST,51E8D1,residential,False,0
user_67,2025-08-22 17:50:53.736779,IN,IST,51E8D1,residential,False,0
user_67,2025-08-28 12:28:53.736782,IN,IST,51E8D1,residential,False,0
user_68,2025-09-10 17:55:53.736786,IN,IST,2D440E,residential,False,0
user_68,2025-08-28 17:16:53.736790,IN,IST,2D440E,residential,False,0
user_68,2025-08-17 11:23:53.736793,IN,IST,2D440E,residential,False,0
user_68,2025-09-09 09:05:53.736796,IN,IST,2D440E,residential,False,0
user_68,2025-08-24 09:12:53.736800,IN,IST,2D440E,residential,False,0
user_69,2025-08-15 18:42:53.736804,IN,IST,05E456,residential,False,0
user_69,2025-08-29 18:50:53.736807,IN,IST,05E456,residential,False,0
user_69,2025-08-30 16:22:53.736810,IN,IST,05E456,residential,False,0
user_69,2025-08-22 18:53:53.736814,IN,IST,05E456,residential,False,0
user_69,2025-08-29 15:03:53.736817,IN,IST,05E456,residential,False,0
user_70,2025-09-06 11:55:53.736821,IN,IST,A429E7,residential,False,0
user_70,2025-08-20 10:31:53.736824,IN,IST,A429E7,residential,False,0
user_70,2025-09-11 18:28:53.736828,IN,IST,A429E7,residential,False,0
user_70,2025-08-27 20:57:53.736831,IN,IST,A429E7,residential,False,0
user_70,2025-08-26 10:20:53.736834,IN,IST,A429E7,residential,False,0
user_71,2025-09-09 09:27:53.736838,IN,IST,4F5456,residential,False,0
user_71,2025-09-04 20:21:53.736841,IN,IST,4F5456,residential,False,0
user_71,2025-08-24 13:00:53.736845,IN,IST,4F5456,residential,False,0
user_71,2025-09-09 16:11:53.736848,IN,IST,4F5456,residential,False,0
user_71,2025-08-19 21:33:53.736852,IN,IST,4F5456,residential,False,0
user_72,2025-08-28 21:25:53.736858,IN,IST,58595E,residential,False,0
user_72,2025-09-01 18:08:53.736861,IN,IST,58595E,residential,False,0
user_72,2025-08-19 16:46:53.736867,IN,IST,58595E,residential,False,0
user_72,2025-08-20 13:46:53.736870,IN,IST,58595E,residential,False,0
user_72,2025-08-21 21:42:53.736873,IN,IST,58595E,residential,False,0
user_73,2025-08-29 20:16:53.736877,IN,IST,246BE6,residential,False,0
user_73,2025-08-19 11:00:53.736881,IN,IST,246BE6,residential,False,0
user_73,2025-09-06 08:34:53.736884,IN,IST,246BE6,residential,False,0
user_73,2025-08-16 11:14:53.736887,IN,IST,246BE6,residential,False,0
